"name","area","WDPAid","patchRichness","nPatches","stddev_WC","mean_WC","analysis_scale","shortName","fullName","country","latitude","longitude","Notes","nbsp","sing.sp","FRic","qual.FRic","FEve","FDiv","FDis","RaoQ","CWM.bodymass","CWM.Vertebrate","CWM.Invertebrate","CWM.Fish","CWM.Seed","CWM.Fruit","CWM.Root","CWM.Woody","CWM.Herbaceous","CWM.Nectar","CWM.aquatic","CWM.terrestrial","CWM.fossorial","CWM.arboreal","nLocomotor","nTrophic"
"Budongo",821.541205277058,34804,8,2810,0.092085716572666,0.795794953134695,100,"Budongo","Budongo","Uganda",1.75,31.43,"",42,42,0.000111796242675154,0.245927495326894,0.906152427577023,0.652458728345845,0.203440723603659,0.0459947571764078,167013.309714286,2.64102564102564,2.84615384615385,3.74358974358974,3.74358974358974,2.38461538461538,3.71794871794872,3.15384615384615,3.23076923076923,4,0,1,0,0,5,16
"Budongo",821.541205277058,34804,8,2810,0.092085716572666,0.795794953134695,100,"Budongo Forest","Budongo Forest","Uganda",1.73,31.55,"",13,13,1.36466586965848e-08,0.245927495326894,0.996668055761086,0.655821631229478,0.187553089456966,0.037963535555358,491799.732307692,2.92307692307692,3.53846153846154,4,4,2.15384615384615,3.53846153846154,2.84615384615385,2.84615384615385,4,0,1,0,0,4,10
"North Rwenzori",35.4453071510627,555549367,9,486,0.0655511215844052,0.690348586886768,100,"Rwenzori","Rwenzori Forest","Uganda",0.39,29.98,"",34,34,4.38147420459081e-05,0.245927495326894,0.932886943939845,0.635861040180783,0.212281030937113,0.0489718853997386,198945.175882353,2.78125,3,3.71875,3.6875,2.34375,3.5,3.09375,3.15625,4,0,1,0,0,5,14
"Arabuko Sokoke",370.010104295181,7422,8,2446,0.0475269438181283,0.805725578315512,100,"Arabuko-Sokoke","Arabuko-Sokoke Forest","Kenya",-3.33,39.86,"",17,17,7.43194352158581e-07,0.245927495326894,0.968089568088422,0.620298459747742,0.190382364021147,0.0392765453240238,341661.901764706,2.64705882352941,3,4,3.76470588235294,2.58823529411765,3.64705882352941,2.47058823529412,3.11764705882353,3.82352941176471,0,1,0,0,4,10
"Mount Elgon",607.569354283619,7660,10,4557,0.0761313758775269,0.803674317499182,100,"Mt Elgon NP","Mount Elgon National Park","Kenya",1.13,34.7,"",23,23,6.23211371417148e-06,0.245927495326894,0.952468661430275,0.624912240192401,0.194860474564542,0.0397087512964532,259129.662608696,2.91304347826087,3.08695652173913,4,3.91304347826087,2.34782608695652,3.43478260869565,2.82608695652174,3.21739130434783,3.8695652173913,0,1,0,0,3,11
"Kakamega",180.976326687368,33450,9,654,0.0688040958952046,0.802257032389092,100,"Kakamega","Kakamega","Kenya",0.33,34.87,"two options, 33450 or 7420 (going with 33450 because bigger)",43,43,5.63071005432237e-05,0.245927495326894,0.90081756095004,0.652766053706617,0.198640677789227,0.0427723521009582,151399.132744186,2.71428571428571,2.95238095238095,3.83333333333333,3.73809523809524,2.38095238095238,3.69047619047619,3.07142857142857,3.14285714285714,4,0,1,0,0,5,15
"Partial Reserve Buffalo",333.318022205527,4494,8,2303,0.100795403775502,0.500744417198021,100,"Bufalo PR","Bufalo Partial Reserve","Uganda",-12.78,13.81,"",42,42,1.42534625966611e-06,0.245927495326894,0.90489139031215,0.66194617007822,0.162476000559808,0.0303045232196836,50252.3389880952,2.53658536585366,2.82926829268293,3.82926829268293,3.82926829268293,3.14634146341463,3.73170731707317,3.14634146341463,3.4390243902439,4,0,1,0,0,5,16
"Ngotto",801.028951910029,28745,8,357,0.0265671998586551,0.820509949389452,100,"Ngotto Forest","Ngotto Forest","Central African Republic",3.96,17.01,"",58,58,0.000151680458297395,0.245927495326894,0.822183740594819,0.669741532807678,0.199805518400975,0.0428611556191938,62447.1928017241,2.80357142857143,2.85714285714286,3.83928571428571,3.64285714285714,2.42857142857143,3.76785714285714,3.21428571428571,3.14285714285714,4,0,1,0,0,5,15
"Massif du Ziama",918.655546737231,29066,9,2907,0.0397989749774374,0.807098446677204,100,"Massif du Ziama","Massif du Ziama Nature Reserve","Guinea",8.3,-9.36,"",48,48,6.74364646646571e-05,0.245927495326894,0.834740093845451,0.647798057272264,0.195144938824852,0.0408959553214824,23911.531875,2.6304347826087,2.71739130434783,3.84782608695652,3.65217391304348,2.28260869565217,3.69565217391304,3.21739130434783,3.5,4,0,1,0,0,5,11
"Bahr Salamat",21293.2320330112,5164,11,138208,0.0701541772692763,0.375813203455659,100,"Bahr Salamat","Bahr Salamat Faunal Reserve","Chad",10.59,19.42,"",46,46,1.58250756816341e-06,0.245927495326894,0.921388742696428,0.668294236714074,0.163850857496105,0.0307055699051734,74725.7745108696,2.66666666666667,3,3.77777777777778,3.8,3.13333333333333,3.88888888888889,3.31111111111111,3.06666666666667,4,0,1,0,0,5,15
"Abou Telfane",1086.90997171352,9034,6,7273,0.0868670443478843,0.355076764012182,100,"Abou Telfance","Abou Telfance Faunal Reserve","Chad",12.1,18.88,"",32,32,2.10986619449632e-08,0.245927495326894,0.893943502918942,0.669264768355139,0.161967878731606,0.0289159493203437,76900.494296875,2.64516129032258,3.03225806451613,3.80645161290323,3.80645161290323,3.19354838709677,3.83870967741935,3.25806451612903,3.06451612903226,4,0,1,0,0,3,14
"Mount Nimba",146.235689350114,29067,10,1102,0.133839156119237,0.778067611694946,100,"Mount Nimba","Mount Nimba","Guinea",7.6,-8.3,"",31,31,5.3565685600627e-05,0.245927495326894,0.896829944221051,0.655994031091495,0.216400802376716,0.0504606782901745,36214.57,2.74074074074074,2.66666666666667,3.74074074074074,3.62962962962963,1.77777777777778,3.59259259259259,3.11111111111111,3.33333333333333,4,0,1,0,0,5,13
"Mount Nimba",146.235689350114,29067,10,1102,0.133839156119237,0.778067611694946,100,"Mt Nimba Strice NR","Mount Nimba Strict National Reserve","Guinea",7.4,-8.23,"",51,51,7.63727524834595e-05,0.245927495326894,0.824785986494754,0.651113450923453,0.195875559063606,0.0412592513597844,54217.9139215686,2.59183673469388,2.81632653061224,3.85714285714286,3.6734693877551,2.28571428571429,3.71428571428571,3.14285714285714,3.3469387755102,4,0,1,0,0,5,13
"Kourtiagou",438.007831799519,3226,6,2600,0.0797774070717333,0.217602283386484,100,"Kourtiagou","Kourtiagou Partial Forest Reserve","Burkina Faso",11.55,1.95,"",43,43,2.06514664272065e-06,0.245927495326894,0.915822997758426,0.660922516288492,0.168709813892749,0.0327256826540069,140834.653895349,2.5952380952381,2.97619047619048,3.83333333333333,3.78571428571429,3.11904761904762,3.80952380952381,3.26190476190476,2.92857142857143,4,0,1,0,0,4,15
"Pama",2340.91524855995,3228,10,9610,0.0786710344999467,0.216696895724821,100,"Pama","Pama Partilal Faunal Reserve","Burkina Faso",11.4,0.82,"",42,42,2.04559692410037e-06,0.245927495326894,0.913837779995687,0.656007240805123,0.166935199735509,0.0315249087208471,89182.3951785714,2.63414634146341,2.95121951219512,3.82926829268293,3.78048780487805,3.17073170731707,3.8780487804878,3.31707317073171,2.90243902439024,4,0,1,0,0,4,15
"Sahel",18220.047721804,3225,9,44081,0.0297256211780777,0.0124966235970334,100,"Sahel ","Sahel Partial Faunal Reserve","Burkina Faso",14.54,-0.64,"",27,27,9.07361081150716e-08,0.245927495326894,0.920088462046415,0.675871724696034,0.159222197668207,0.0302351031621167,18884.5721296296,2.48148148148148,2.88888888888889,3.77777777777778,3.77777777777778,2.96296296296296,3.81481481481481,3.34615384615385,3.42307692307692,4,0,1,0,0,4,10
"Integral Nature Reserve and the Luando",8771.82686895232,3066,11,77816,0.143349750550398,0.620612315949429,100,"Luando","Luando National Park","Angola",-10.5982486,17.0067031,"double check this one",56,56,5.92907254236011e-05,0.245927495326894,0.897725577235075,0.645495555804424,0.173519752285012,0.0350930345168584,129228.428883929,2.56603773584906,2.84905660377358,3.81132075471698,3.79245283018868,3.09433962264151,3.75471698113208,3.30188679245283,3.20754716981132,4,0,1,0,0,5,16
"Salonga",33517.3375087849,478292,11,4441,0.0200439887998717,0.864599471786092,100,"Salonga NP","Salonga National Park","Congo, Democratic Republic of",-2.36,20.97,"two options, 10906 or 478292",49,49,0.000134385244555987,0.245927495326894,0.831674595846161,0.670012363175933,0.199703923585164,0.0433984987634245,113212.701496599,2.59574468085106,2.68085106382979,3.80851063829787,3.51063829787234,2.21276595744681,3.72340425531915,3.29787234042553,3.53191489361702,4,0,1,0,0,5,12
"Benoué",1672.71905691748,3011,8,11947,0.117599691649767,0.411805267331916,100,"Benoue NP","Benoue National Park","Cameroon",8.36,13.82,"",49,49,2.05052296605949e-05,0.245927495326894,0.930723771493346,0.63747510061848,0.172210757359064,0.033518968959245,158016.020459184,2.59574468085106,2.95744680851064,3.78723404255319,3.80851063829787,2.95744680851064,3.76595744680851,3.27659574468085,3.1063829787234,4,0,1,0,0,5,15
"Tassili N'Ajjer",99109.4396900303,20389,7,8856,NA,NA,100,"Tassili N'Ajjer NP","Tassili N'Ajjer National Park","Algeria",24.64,9.7,"two options, 4999 or 20389 ",17,17,2.38088358760195e-08,0.245927495326894,0.933476600172277,0.654501554615384,0.120685904766962,0.0185434055370727,26991.0823529412,2.29411764705882,3.17647058823529,3.82352941176471,4,3.52941176470588,4,3.26666666666667,3.06666666666667,4,0,1,0,0,2,8
"Okavango Delta",20505.4728414007,555577555,10,91945,0.10042364948056,0.472696390977121,100,"Okavango","Okavango Delta","Botswana",-19.5,22.7,"",63,63,2.26948723728635e-07,0.245927495326894,0.871599052089652,0.673754903998268,0.172228604033836,0.0330205094111817,208511.576984127,2.63934426229508,2.81967213114754,3.85245901639344,3.73770491803279,3.13114754098361,3.68852459016393,3.40983606557377,3.11475409836066,4,0,1,0,0,4,16
"Garamba National Park",5150.94940610021,4327,10,52733,0.128019405092963,0.504716797358728,100,"Garamba NP","Garamba National Park","Congo, Democratic Republic of",4.19,29.48,"",68,68,0.000219740514617671,0.245927495326894,0.919348727836837,0.673102254716804,0.1882079934021,0.0395920215594961,157409.464742647,2.90909090909091,2.92424242424242,3.8030303030303,3.68181818181818,2.75757575757576,3.71212121212121,3.18181818181818,3.18181818181818,4,0,1,0,0,5,17
"Simien National Park",132.318772314026,2006,9,1910,0.157784083114961,0.567520811315573,100,"Simien Mountain NP","Simien Mountain National Park","Ethiopia",13.11,38.04,"two options, 2006 or 653",22,22,4.26833501718769e-07,0.245927495326894,0.936144510379665,0.619250903113727,0.17187113027417,0.0334734062866942,29404.0422727273,2.54545454545455,3.22727272727273,3.72727272727273,3.72727272727273,3.22727272727273,3.63636363636364,3.04545454545455,3.27272727272727,4,0,1,0,0,4,10
"Parc National du Diawling",662.128743508618,95349,9,2989,NA,NA,100,"Diawling NP","Diawling National Park","Mauritania",16.31,-16.4,"",25,25,2.41963386552329e-07,0.245927495326894,0.956758005763335,0.686394996978967,0.160828966055412,0.0306553468706638,14879.0739,2.36,2.44,3.96,3.76,3.04,3.8,3.44,3.4,4,0,1,0,0,4,11
"Lake Chilwa",2117.04199244709,145538,11,8567,0.112778551691062,0.427075289051602,100,"Lake Chilwa Wetlands","Lake Chilwa Wetlands","Malawi",-15.16,35.41,"",54,54,2.10197120564118e-05,0.245927495326894,0.920679400881508,0.659342923573974,0.170018648065695,0.0333168543420693,86406.5258796296,2.55769230769231,2.73076923076923,3.86538461538462,3.80769230769231,3.01923076923077,3.82692307692308,3.23076923076923,3.34615384615385,3.94230769230769,0,1,0,0,5,17
"Lake Chad Wetlands in Nigeria",6060.60999248206,903113,9,16143,0.167070713789035,0.379954555198068,100,"Lake Chad","Lake Chad Game Reserve","Nigeria",13,13.5,"",29,29,1.74977250962534e-07,0.245927495326894,0.926133256816928,0.675286094616054,0.179650378914496,0.0397278154216216,209400.203103448,2.3448275862069,2.93103448275862,3.86206896551724,3.58620689655172,3.06896551724138,3.79310344827586,3.32142857142857,3.03571428571429,4,0,1,0,0,4,11
"Lac Fitri",2034.1211834414,30017,10,14751,0.129242737426429,0.267938791881006,100,"Lac Fitri","Lac Fitri (Wetlands of International Importance)","Morocco",12.79,17.44,"",25,25,1.74307404936647e-08,0.245927495326894,0.862760996787827,0.720635592328263,0.162326451811182,0.0318181762568628,179817.9235,2.5,3.125,3.875,3.75,3.16666666666667,3.75,3.41666666666667,3.125,4,0,1,0,0,3,10
"Bangweulu Swamps",3198.2880669166,68323,11,15081,0.120790872252322,0.48281557444705,100,"Bangweulu Swamps","Bangweulu Swamps","Zambia",-11.53,30.72,"",57,57,1.8822656213253e-05,0.245927495326894,0.911193725606544,0.654174518835868,0.173510400477169,0.0336799769907908,91118.7529385965,2.75925925925926,2.94444444444444,3.81481481481481,3.7962962962963,3.14814814814815,3.77777777777778,3.2037037037037,3.03703703703704,4,0,1,0,0,5,17
"Lac Oubeira",26.1069218787165,17706,8,150,NA,NA,100,"Lac Oubeira","Lac Oubeira","Algeria",36.84,8.39,"",13,13,1.99807721056261e-08,0.245927495326894,0.991844324795964,0.668935192872805,0.156389186930946,0.0285305195871534,15510.8469230769,2.23076923076923,2.53846153846154,3.46153846153846,3.76923076923077,2.76923076923077,3.53846153846154,3.83333333333333,3.58333333333333,4,0,1,0,0,3,8
"Lac Tonga",25.2414426279865,67756,6,236,NA,NA,100,"Lac Tonga","Lac Tonga","Algeria",36.86,8.5,"",11,11,1.16195424524275e-08,0.245927495326894,0.989434158389083,0.691974841977374,0.165567296409512,0.0311865693196636,14983.1209090909,2.45454545454545,2.63636363636364,3.36363636363636,3.72727272727273,2.90909090909091,3.45454545454545,3.8,3.5,4,0,1,0,0,3,7
"Lake Qarun Protected Area",1341.17197030357,555547984,9,1191,NA,NA,100,"Qarun Lake NR","Qarun Lake National Reserve","Egypt",29.56,30.61,"",14,14,5.50466375203361e-09,0.245927495326894,0.943606788229136,0.693619000058025,0.126883879109449,0.019944732602147,10028.0107142857,2.42857142857143,3.07142857142857,3.78571428571429,4,3.21428571428571,3.78571428571429,3.58333333333333,3.33333333333333,4,0,1,0,0,2,9
"Lac d’Afennourir",10.1247850977558,17712,4,218,NA,NA,100,"Lac d'Afennourir","Lac d'Afennourir","Morocco",33.33,-5.17,"",12,12,1.26885786577214e-08,0.245927495326894,0.900001457364501,0.654720015998509,0.161295682433245,0.0298629561103192,14927.1825,2.41666666666667,2.66666666666667,3.66666666666667,3.75,2.58333333333333,3.5,3.81818181818182,3.81818181818182,4,0,1,0,0,3,7
"Conkouati-Douli",5156.98331439062,313401,14,22885,0.14773721489414,0.623485824484765,100,"Conkouati-Douli NP","Conkouati-Douli National Park","Congo, Democratic Republic of",-3.9,11.45,"",48,48,3.91460833263463e-05,0.245927495326894,0.882168556330913,0.652767335556656,0.196139994853753,0.0421045507385384,114056.174270833,2.60869565217391,2.89130434782609,3.8695652173913,3.60869565217391,2.30434782608696,3.69565217391304,3.17391304347826,3.21739130434783,4,0,1,0,0,5,14
"Nouabalé-Ndoki",4106.79884281496,72332,3,588,0.0317388733333728,0.85611153636247,100,"Nouabale-Ndoki NP","Nouabale-Ndoki National Park","Congo, Democratic Republic of",2.52,16.6,"",47,47,0.000107434619294497,0.245927495326894,0.823150302618672,0.673029674609794,0.201479820964056,0.0443657099351982,118462.375,2.77777777777778,2.91111111111111,3.86666666666667,3.62222222222222,2.06666666666667,3.64444444444444,3.26666666666667,3.31111111111111,4,0,1,0,0,5,14
"Lac Télé",4531.46661230057,313494,12,10655,0.107954734343169,0.797668043273521,100,"Lac Tele","Lac Tele Community Reserve","Congo, Democratic Republic of",1.1,17.26,"",47,47,8.71040561897074e-05,0.245927495326894,0.801614380825361,0.673932978747112,0.199831883805574,0.0439323637571714,118510.040106383,2.77777777777778,2.91111111111111,3.86666666666667,3.62222222222222,2.06666666666667,3.64444444444444,3.26666666666667,3.37777777777778,4,0,1,0,0,5,13
"Odzala Kokoua",13664.5723078619,643,10,8585,0.0591887881260265,0.841369340977597,100,"Odzala-Koukoua NP","Odzala-Koukoua National Park","Congo, Democratic Republic of",0.89,14.88,"",51,51,6.99337872287328e-05,0.245927495326894,0.849130496125126,0.666003418472839,0.201892172378751,0.0444361234491943,113707.396078431,2.75510204081633,2.91836734693878,3.85714285714286,3.57142857142857,2.14285714285714,3.6530612244898,3.14285714285714,3.38775510204082,4,0,1,0,0,5,13
"Amboseli",389.139721275527,758,9,2660,0.182077976480227,0.139082954032937,100,"Amboseli","Amboseli National Park","Kenya",-2.6,37.5,"",47,47,1.00394556071967e-07,0.245927495326894,0.90641796799528,0.650618088619726,0.163241620442052,0.0295175668475603,225121.709787234,2.77777777777778,3.08888888888889,3.86666666666667,3.91111111111111,3.13333333333333,3.75555555555556,3.11111111111111,3.08888888888889,4,0,1,0,0,4,15
"Aberdare",774.677166530184,756,10,3771,0.13994738948327,0.741155682145216,100,"Aberdare","Aberdare National Park","Kenya",-0.38,36.7,"",44,44,6.42119536423801e-05,0.245927495326894,0.956989934898807,0.655083137053286,0.18414897007114,0.0377874402522848,166664.496590909,2.7906976744186,2.88372093023256,3.81395348837209,3.90697674418605,2.7906976744186,3.65116279069767,3,3.25581395348837,3.93023255813953,0,1,0,0,5,15
"Nairobi",116.826330445917,761,10,913,0.069784684340489,0.572866332258266,100,"Nairobi","Nairobi National Park","Kenya",-1.3569641,36.8465564,"",55,55,1.69867523848727e-05,0.245927495326894,0.913845097803861,0.638048556135246,0.171494089947674,0.033569848158547,112876.668909091,2.74074074074074,2.92592592592593,3.85185185185185,3.85185185185185,3.11111111111111,3.83333333333333,3.25925925925926,3.25925925925926,3.94444444444444,0,1,0,0,5,16
"Lake Nakuru",191.211838075167,762,10,1688,0.162652534814315,0.604520135087374,100,"Nakuru","Lake Nakuru National Park","Kenya",-0.4,36.09,"",44,44,1.60257005990514e-05,0.245927495326894,0.914943646551235,0.636417229012717,0.177109876871132,0.0352058940159442,73861.1620454545,2.78571428571429,2.83333333333333,3.83333333333333,3.73809523809524,2.97619047619048,3.78571428571429,3.26190476190476,3.21428571428571,4,0,1,0,0,5,13
"Meru",878.845191725783,755,10,6176,0.146499110485478,0.507377769109487,100,"Meru NP","Meru National Park","Kenya",0.08,38.33,"",59,59,2.76345132186765e-05,0.245927495326894,0.933543877808769,0.643172326113645,0.176385318233371,0.035282772658337,219452.660508475,2.85964912280702,3.05263157894737,3.91228070175439,3.80701754385965,3.01754385964912,3.70175438596491,3.01754385964912,3.17543859649123,3.94736842105263,0,1,0,0,5,16
"Tsavo East",20550.1465539525,-999999,13,71440,0.114152461784233,0.348228457767078,100,"Tsavo","Tsavo ","Kenya",-3.03,38.33,"Combined polygons for west and east and used a fake number ",66,66,3.18966594479138e-05,0.245927495326894,0.928054180220501,0.646606910479156,0.17659008746356,0.0349373906296163,165743.021212121,2.68253968253968,2.88888888888889,3.87301587301587,3.77777777777778,2.98412698412698,3.73015873015873,3.12698412698413,3.22222222222222,3.95238095238095,0,1,0,0,5,16
"Masai Mara",1524.66034636007,1297,9,14943,0.0513511972610263,0.614626321520415,100,"Masai","Masai Mara","Kenya",-1.49,35.14,"",70,70,0.000113822218730434,0.245927495326894,0.906903116374386,0.654431525011615,0.179540770576723,0.0360713066474765,159499.192571429,2.82089552238806,3.02985074626866,3.85074626865672,3.77611940298508,2.76119402985075,3.71641791044776,3.13432835820896,3.04477611940298,3.95522388059702,0,1,0,0,5,17
